region,maxits,proposed_schools_n,starting_point,algorithm,std,ee,eei,proposed_locations,time,sigma
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,2577,948,"[[ 9.54858936 41.99081105]
 [ 9.71922449 41.88773314]
 [ 9.55617102 41.92349078]
 [ 9.4892703  41.89972089]]",62.61981869,0.041292966
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3257,1628,"[[ 9.7063399  42.17662846]
 [ 9.62220451 41.76740691]
 [ 9.57223586 41.94655876]
 [ 9.51501914 41.90561976]]",82.56749678,0.051616208
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3475,1846,"[[ 9.51578615 41.90646978]
 [ 9.62972665 41.75770331]
 [ 9.50153563 41.78141122]
 [ 9.72022758 42.18591736]]",97.03324509,0.061939449
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3241,1612,"[[ 9.62416895 41.76721872]
 [ 9.49237323 41.7863499 ]
 [ 9.62564312 42.07841115]
 [ 9.54647295 41.92992795]]",112.7808487,0.072262691
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3598,1969,"[[ 9.51578615 41.90646978]
 [ 9.62905558 41.76066901]
 [ 9.51215376 41.77887236]
 [ 9.61489976 41.81291313]]",127.1821198,0.082585932
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3753,2124,"[[ 9.62090234 41.78584109]
 [ 9.4895182  41.76357561]
 [ 9.54383644 41.96609767]
 [ 9.51549176 41.90590353]]",148.5156133,0.092909174
Dire Dawa,20000,4,29,CMA-ES - 1,0.103232415,3459,1830,"[[ 9.49456206 41.7580669 ]
 [ 9.51578615 41.90646978]
 [ 9.62090234 41.78584109]
 [ 9.71466965 42.16971403]]",164.4102747,0.103232415
Amhara,20000,5,0,CMA-ES - 1,1.4365504,439807,5276,"[[11.29796422 37.86175507]
 [12.38804461 37.54538934]
 [10.48391019 37.74215239]
 [11.95389451 36.49090133]
 [10.73183831 36.98311963]]",45.30603147,0.14365504
Amhara,20000,5,0,CMA-ES - 1,1.4365504,438407,3876,"[[11.88590454 36.12738827]
 [11.20663122 37.61093652]
 [11.74611321 37.97857414]
 [ 9.87785024 39.21353579]
 [10.48515956 37.04504284]]",90.45592904,0.28731008
Amhara,20000,5,0,CMA-ES - 1,1.4365504,439340,4809,"[[12.71954271 38.57113214]
 [11.28180752 39.27758265]
 [10.35712383 39.97522258]
 [11.4130137  37.13750022]
 [12.41518494 37.05384626]]",143.5248852,0.43096512
Amhara,20000,5,0,CMA-ES - 1,1.4365504,439812,5281,"[[10.78544115 38.89791371]
 [ 9.61408833 39.60741257]
 [10.49983232 37.39238784]
 [10.24763463 39.3778251 ]
 [11.4130137  37.13750021]]",189.4519694,0.57462016
Amhara,20000,5,0,CMA-ES - 1,1.4365504,438847,4316,"[[ 8.84287064 36.65743435]
 [10.80616498 38.76657264]
 [11.41301368 37.13750022]
 [11.140242   37.04049912]
 [10.79161358 39.12292434]]",244.9337537,0.7182752
Amhara,20000,5,0,CMA-ES - 1,1.4365504,439851,5320,"[[ 9.73833284 39.63868333]
 [10.94106783 39.23081866]
 [11.10335568 36.88535781]
 [10.97675676 36.55792588]
 [ 9.34211173 39.5522673 ]]",291.4114852,0.86193024
Amhara,20000,5,0,CMA-ES - 1,1.4365504,440772,6241,"[[12.38833888 37.54568454]
 [10.69805304 36.85070275]
 [10.76470461 36.8041281 ]
 [11.10335568 36.88535781]
 [13.67838887 38.81166856]]",325.1156135,1.00558528
Amhara,20000,5,0,CMA-ES - 1,1.4365504,440067,5536,"[[11.41301368 37.13750022]
 [10.35712383 39.97522258]
 [11.7475472  38.92656202]
 [11.28211771 39.97765535]
 [ 9.89939612 39.79850227]]",369.8494396,1.14924032
Amhara,20000,5,0,CMA-ES - 1,1.4365504,440107,5576,"[[11.76242014 38.26899012]
 [10.77218528 36.81495064]
 [10.51244825 39.33670961]
 [11.08498323 38.87487542]
 [11.19689837 39.73736508]]",410.0557063,1.29289536
Amhara,20000,5,0,CMA-ES - 1,1.4365504,440717,6186,"[[12.13787295 38.05932311]
 [10.86791329 37.67255034]
 [ 9.78586715 38.96825315]
 [10.20218776 39.88491487]
 [11.20663122 37.61093655]]",448.9990983,1.4365504
Amhara,20000,5,1,CMA-ES - 1,1.4365504,437373,2842,"[[13.6545208  38.17781742]
 [12.93631889 36.94174518]
 [13.10487928 38.41887988]
 [12.11097016 35.74266019]
 [11.10335568 36.88535781]]",35.90162992,0.14365504
Amhara,20000,5,1,CMA-ES - 1,1.4365504,440029,5498,"[[10.24058444 37.85022523]
 [11.15499704 37.19657962]
 [10.25097911 38.91392071]
 [11.10335568 36.88535781]
 [ 9.92319751 39.54699779]]",79.38724327,0.28731008
Amhara,20000,5,1,CMA-ES - 1,1.4365504,438923,4392,"[[13.06166011 36.95418504]
 [11.80068817 38.23452336]
 [10.90781361 39.3914254 ]
 [11.24263568 39.83813678]
 [10.96186965 37.08462289]]",110.7499876,0.43096512
Amhara,20000,5,1,CMA-ES - 1,1.4365504,439383,4852,"[[12.35869729 37.23591316]
 [11.44798724 37.15555266]
 [10.35712383 39.97522258]
 [12.43154514 35.64656886]
 [12.40370843 35.74741807]]",141.7219806,0.57462016
Amhara,20000,5,1,CMA-ES - 1,1.4365504,439567,5036,"[[11.81342019 37.60692871]
 [11.80068818 38.23452336]
 [10.20218776 39.88491487]
 [13.59053782 36.76250743]
 [10.96756712 39.03804446]]",177.0372777,0.7182752
Amhara,20000,5,1,CMA-ES - 1,1.4365504,438925,4394,"[[11.70350549 35.94456485]
 [10.20794672 39.74230324]
 [10.77218528 36.81495064]
 [12.4106356  35.74599762]
 [10.8699084  39.73819159]]",215.7305827,0.86193024
Amhara,20000,5,1,CMA-ES - 1,1.4365504,440104,5573,"[[10.35712383 39.97522258]
 [10.921835   36.98081439]
 [10.67611082 36.6547418 ]
 [10.77218528 36.81495064]
 [10.87217841 37.59741042]]",266.3502524,1.00558528
Amhara,20000,5,1,CMA-ES - 1,1.4365504,440460,5929,"[[10.76470461 36.80412811]
 [12.023855   37.64979903]
 [11.53956297 37.00058391]
 [10.75921911 37.06672674]
 [10.73183831 36.98311963]]",304.6411386,1.14924032
Amhara,20000,5,1,CMA-ES - 1,1.4365504,438292,3761,"[[11.09415701 40.04069503]
 [10.52098015 39.86189045]
 [11.65147495 37.46963495]
 [12.41098564 35.94276145]
 [10.94054316 39.91213805]]",383.967387,1.29289536
Amhara,20000,5,1,CMA-ES - 1,1.4365504,440557,6026,"[[10.76470461 36.80412811]
 [10.86990844 39.73819153]
 [ 9.02693369 38.8301238 ]
 [10.74098179 39.44677161]
 [11.82150988 37.60406291]]",457.8937342,1.4365504
Amhara,20000,5,2,CMA-ES - 1,1.4365504,441010,6479,"[[10.97335694 37.68471757]
 [ 9.73833284 39.63868333]
 [11.17243115 37.4207685 ]
 [11.72581135 39.53786709]
 [11.10335568 36.88535781]]",97.68082285,0.14365504
Amhara,20000,5,2,CMA-ES - 1,1.4365504,440731,6200,"[[12.38819947 37.54542085]
 [11.80068817 38.23452336]
 [11.92991491 39.35630912]
 [11.71401826 37.07938606]
 [10.89605884 39.52366252]]",152.5756476,0.28731008
Amhara,20000,5,2,CMA-ES - 1,1.4365504,440114,5583,"[[10.77218528 36.81495064]
 [12.39721349 37.07047316]
 [10.99141511 39.83448357]
 [10.86990861 39.73819131]
 [10.51762534 39.84839487]]",232.7016249,0.43096512
Amhara,20000,5,2,CMA-ES - 1,1.4365504,440979,6448,"[[12.93453428 37.56974712]
 [13.40719162 38.36368437]
 [11.81864544 37.60525711]
 [11.31861045 37.46572219]
 [11.10335568 36.88535781]]",295.9962175,0.57462016
Amhara,20000,5,2,CMA-ES - 1,1.4365504,441140,6609,"[[13.35498722 35.70591097]
 [10.76470461 36.80412813]
 [10.96394875 39.25502419]
 [12.3882877  37.54541842]
 [11.44798724 37.15555266]]",357.3685591,0.7182752
Amhara,20000,5,2,CMA-ES - 1,1.4365504,439839,5308,"[[13.40353243 38.36569374]
 [11.10248349 37.1161462 ]
 [10.79872962 37.10083745]
 [10.77218528 36.81495064]
 [12.31028359 37.23272024]]",417.7234914,0.86193024
Amhara,20000,5,2,CMA-ES - 1,1.4365504,438184,3653,"[[10.97069816 36.82149648]
 [12.13939237 38.05743495]
 [13.59685527 39.4500659 ]
 [11.72985814 39.13196773]
 [ 8.81026762 38.23145675]]",467.9766722,1.00558528
Amhara,20000,5,2,CMA-ES - 1,1.4365504,440244,5713,"[[11.74611321 37.97857415]
 [10.67611082 36.6547418 ]
 [11.51826161 39.78909439]
 [11.80908607 37.60848288]
 [11.22928767 39.09579514]]",528.6324384,1.14924032
Amhara,20000,5,2,CMA-ES - 1,1.4365504,440381,5850,"[[13.15555288 38.17401259]
 [10.19981235 39.71786556]
 [10.76981356 36.96888345]
 [11.81446653 37.60779103]
 [10.78890836 39.1257336 ]]",594.0128355,1.29289536
Amhara,20000,5,2,CMA-ES - 1,1.4365504,439592,5061,"[[11.10335568 36.88535781]
 [10.86990841 39.73819157]
 [11.01005116 39.73901834]
 [ 9.90776647 39.4300447 ]
 [13.10204918 38.11399816]]",696.4035261,1.4365504
Amhara,20000,5,3,CMA-ES - 1,1.4365504,440942,6411,"[[12.41489228 38.96837609]
 [11.41301369 37.13750022]
 [10.77218528 36.81495064]
 [12.6896354  37.42928489]
 [11.80958263 37.60948799]]",60.30228019,0.14365504
Amhara,20000,5,3,CMA-ES - 1,1.4365504,440819,6288,"[[12.41793112 37.05576629]
 [11.97682539 37.73919058]
 [12.39128761 37.26609497]
 [10.20794672 39.74230324]
 [12.31028359 37.23272026]]",154.2953813,0.28731008
Amhara,20000,5,3,CMA-ES - 1,1.4365504,439598,5067,"[[11.41301371 37.13750021]
 [13.4818841  40.0554242 ]
 [12.76161033 37.42644422]
 [ 9.79900496 38.9958087 ]
 [11.65475773 37.67200675]]",218.7017269,0.43096512
Amhara,20000,5,3,CMA-ES - 1,1.4365504,440357,5826,"[[10.77218528 36.81495064]
 [10.61337368 37.10625466]
 [11.06274169 38.80048093]
 [11.41301369 37.13750022]
 [11.7483362  39.54221067]]",291.4261346,0.57462016
Amhara,20000,5,3,CMA-ES - 1,1.4365504,439211,4680,"[[13.38087526 38.13429915]
 [12.71015135 37.67482399]
 [ 9.5268152  39.6716198 ]
 [10.67611082 36.6547418 ]
 [10.53162944 37.82700879]]",393.7534087,0.7182752
Amhara,20000,5,3,CMA-ES - 1,1.4365504,438964,4433,"[[10.39645468 35.60095437]
 [10.89570558 39.39150387]
 [10.9461209  37.23042534]
 [10.3215282  39.95889773]
 [11.53130568 36.99751893]]",467.1896789,0.86193024
Amhara,20000,5,3,CMA-ES - 1,1.4365504,440733,6202,"[[10.20218776 39.88491487]
 [11.76241998 38.26899008]
 [10.96394876 39.25502419]
 [11.10335568 36.88535781]
 [ 9.89939615 39.7985023 ]]",584.9848793,1.00558528
Amhara,20000,5,3,CMA-ES - 1,1.4365504,439205,4674,"[[12.21219507 39.89008334]
 [ 9.77062265 39.67510931]
 [11.17243112 37.42076851]
 [11.81810886 37.60450461]
 [10.3830323  36.04646371]]",633.7688479,1.14924032
Amhara,20000,5,3,CMA-ES - 1,1.4365504,440254,5723,"[[12.68850181 37.68957534]
 [10.47757704 37.00617646]
 [10.38870241 39.84497342]
 [11.41301368 37.13750022]
 [11.46363623 37.71244314]]",695.3098829,1.29289536
Amhara,20000,5,3,CMA-ES - 1,1.4365504,439828,5297,"[[11.41301369 37.13750022]
 [10.6839387  37.74525338]
 [10.48515951 37.04504273]
 [ 9.53995602 36.09133575]
 [11.77943764 38.54146488]]",768.1819582,1.4365504
Amhara,20000,5,4,CMA-ES - 1,1.4365504,436390,1859,"[[12.473115   35.72328653]
 [12.4120297  35.75171989]
 [11.13956748 39.11399675]
 [13.47763829 36.46887398]
 [11.17780802 39.16815684]]",5.77067256,0.14365504
Amhara,20000,5,4,CMA-ES - 1,1.4365504,439431,4900,"[[11.61598929 39.23799815]
 [12.38817749 37.54548339]
 [11.55039249 39.11860182]
 [10.73183831 36.98311963]
 [10.34494307 37.63360035]]",53.87832618,0.28731008
Amhara,20000,5,4,CMA-ES - 1,1.4365504,441719,7188,"[[10.86990835 39.73819165]
 [13.38087526 38.13429915]
 [11.97682539 37.73919058]
 [11.41301367 37.13750023]
 [10.67611082 36.6547418 ]]",148.4394312,0.43096512
Amhara,20000,5,4,CMA-ES - 1,1.4365504,440020,5489,"[[12.31714848 35.61594509]
 [12.00663858 36.91279005]
 [10.24407901 37.85241854]
 [ 8.93821493 39.36093587]
 [ 9.77062265 39.67510931]]",202.8688543,0.57462016
Amhara,20000,5,4,CMA-ES - 1,1.4365504,440575,6044,"[[13.57462157 35.89684402]
 [10.97335694 37.68471755]
 [11.34729677 37.43901046]
 [11.41301369 37.13750022]
 [10.74292889 36.81744342]]",257.7987952,0.7182752
Amhara,20000,5,4,CMA-ES - 1,1.4365504,438316,3785,"[[13.67767731 36.91974841]
 [10.77218528 36.81495064]
 [11.17984365 39.16283061]
 [11.53279694 37.00084418]
 [13.69781736 35.64932176]]",293.9779098,0.86193024
Amhara,20000,5,4,CMA-ES - 1,1.4365504,440103,5572,"[[10.5138519  39.84522946]
 [10.86990842 39.73819156]
 [11.97682539 37.73919058]
 [10.20218776 39.88491487]
 [10.64196611 39.78332131]]",415.119071,1.00558528
Amhara,20000,5,4,CMA-ES - 1,1.4365504,438669,4138,"[[11.75259336 39.02451146]
 [ 9.77478932 39.66540361]
 [11.17243117 37.4207685 ]
 [13.58435518 36.69110765]
 [ 9.89939614 39.79850229]]",498.8114579,1.14924032
Amhara,20000,5,4,CMA-ES - 1,1.4365504,441261,6730,"[[13.41527089 38.36483814]
 [11.41301372 37.13750021]
 [11.80068815 38.23452335]
 [10.51762532 39.84839485]
 [10.90672218 39.4067279 ]]",595.2304626,1.29289536
Amhara,20000,5,4,CMA-ES - 1,1.4365504,440272,5741,"[[11.70953077 39.13316903]
 [11.49639216 38.98152868]
 [11.41301366 37.13750023]
 [10.94054316 39.91213805]
 [10.35712383 39.97522258]]",709.4441741,1.4365504
Amhara,20000,5,5,CMA-ES - 1,1.4365504,438280,3749,"[[ 8.93424653 39.50830147]
 [12.00663858 36.91279005]
 [10.75466985 39.95886506]
 [10.67854025 36.24732006]
 [13.10618867 37.8923722 ]]",74.72148871,0.14365504
Amhara,20000,5,5,CMA-ES - 1,1.4365504,440207,5676,"[[10.96394857 39.25502428]
 [12.67219787 38.95687265]
 [10.56243692 38.67045419]
 [11.65475773 37.67200675]
 [10.73912498 36.79742956]]",133.1347857,0.28731008
Amhara,20000,5,5,CMA-ES - 1,1.4365504,440682,6151,"[[11.97682539 37.73919058]
 [ 9.98995102 39.7821359 ]
 [13.29859096 36.58698643]
 [10.76470461 36.8041281 ]
 [11.10335568 36.88535781]]",218.4192874,0.43096512
Amhara,20000,5,5,CMA-ES - 1,1.4365504,439375,4844,"[[10.96394874 39.2550242 ]
 [13.29232215 36.66604429]
 [10.97690618 39.63482634]
 [11.26786624 39.82367985]
 [12.38818372 37.54528217]]",271.4502239,0.57462016
Amhara,20000,5,5,CMA-ES - 1,1.4365504,440018,5487,"[[13.49399231 37.13250707]
 [11.31861048 37.46572219]
 [11.41301367 37.13750023]
 [11.17243113 37.42076851]
 [10.07174408 39.62353792]]",314.890784,0.7182752
Amhara,20000,5,5,CMA-ES - 1,1.4365504,438838,4307,"[[10.6973479  40.03052905]
 [10.77218528 36.81495064]
 [11.74791546 38.92615943]
 [11.94110824 39.34672747]
 [12.68256183 36.99171808]]",368.1260955,0.86193024
Amhara,20000,5,5,CMA-ES - 1,1.4365504,440229,5698,"[[11.19199384 39.76524176]
 [11.4130137  37.13750021]
 [10.52098015 39.86189045]
 [10.06786629 39.022029  ]
 [11.08048877 39.29523173]]",462.4575245,1.00558528
Amhara,20000,5,5,CMA-ES - 1,1.4365504,441886,7355,"[[11.81680433 37.60814336]
 [11.09554105 39.28133439]
 [10.97335694 37.68471756]
 [11.97682539 37.73919058]
 [12.35856464 37.23493056]]",540.3670545,1.14924032
Amhara,20000,5,5,CMA-ES - 1,1.4365504,439516,4985,"[[10.55800229 39.67109996]
 [10.92074596 37.22920063]
 [10.20794672 39.74230324]
 [10.94054316 39.91213805]
 [11.10335568 36.88535781]]",603.8358092,1.29289536
Amhara,20000,5,5,CMA-ES - 1,1.4365504,439769,5238,"[[10.95142858 39.62614588]
 [10.74098179 39.44677161]
 [10.26129839 39.16461274]
 [11.81805782 37.60825305]
 [11.14285432 39.06095404]]",667.2465754,1.4365504
Amhara,20000,5,6,CMA-ES - 1,1.4365504,438080,3549,"[[13.34415338 37.95204439]
 [11.54426299 36.86990746]
 [13.10618867 37.8923722 ]
 [10.88625443 39.92760667]
 [12.31028359 37.23272025]]",103.0945129,0.14365504
Amhara,20000,5,6,CMA-ES - 1,1.4365504,439024,4493,"[[13.69986628 39.01593388]
 [10.44173266 38.97316231]
 [11.41301373 37.1375002 ]
 [11.24263571 39.8381367 ]
 [10.93487117 38.93219793]]",174.689739,0.28731008
Amhara,20000,5,6,CMA-ES - 1,1.4365504,440336,5805,"[[10.77218528 36.81495064]
 [10.47757694 37.00617648]
 [10.97690638 39.63482628]
 [11.73814348 37.86875766]
 [11.10335568 36.88535781]]",291.5028939,0.43096512
Amhara,20000,5,6,CMA-ES - 1,1.4365504,439956,5425,"[[13.6389557  36.17575056]
 [13.05646436 38.18740576]
 [11.10335568 36.88535781]
 [10.79020531 37.3288496 ]
 [11.41301368 37.13750022]]",423.1019895,0.57462016
Amhara,20000,5,6,CMA-ES - 1,1.4365504,438230,3699,"[[12.53552004 40.10128534]
 [13.1142876  36.23355469]
 [13.10618867 37.8923722 ]
 [12.31028359 37.23272026]
 [10.86990846 39.73819151]]",542.6789005,0.7182752
Amhara,20000,5,6,CMA-ES - 1,1.4365504,440458,5927,"[[11.81662753 37.72994949]
 [10.77218528 36.81495064]
 [10.73792375 37.13119535]
 [13.10618867 37.8923722 ]
 [11.10335568 36.88535781]]",665.1841774,0.86193024
Amhara,20000,5,6,CMA-ES - 1,1.4365504,438141,3610,"[[13.01666627 38.49735607]
 [10.65762567 39.91440244]
 [11.1724311  37.42076851]
 [ 9.80318378 39.44705389]
 [10.96394873 39.2550242 ]]",784.0637786,1.00558528
Amhara,20000,5,6,CMA-ES - 1,1.4365504,441074,6543,"[[11.54288435 39.66051189]
 [11.41301367 37.13750022]
 [10.85202536 38.35943239]
 [11.8118343  37.60771379]
 [10.78907585 39.84648543]]",947.4024942,1.14924032
Amhara,20000,5,6,CMA-ES - 1,1.4365504,439478,4947,"[[11.47388827 38.87835449]
 [11.19689836 39.73736508]
 [ 9.87348379 39.05040052]
 [10.19981235 39.71786555]
 [10.20218776 39.88491487]]",1047.028077,1.29289536
Amhara,20000,5,6,CMA-ES - 1,1.4365504,440564,6033,"[[10.52098015 39.86189045]
 [12.38820374 37.54555716]
 [10.70800113 39.42682811]
 [ 9.86039209 39.42668489]
 [11.10335568 36.88535781]]",1136.464749,1.4365504
Amhara,20000,5,7,CMA-ES - 1,1.4365504,438444,3913,"[[12.43630626 35.89565604]
 [11.5362655  37.00431591]
 [11.32959135 37.90646334]
 [10.76347408 37.87022158]
 [11.17857883 39.1671392 ]]",76.73772049,0.14365504
Amhara,20000,5,7,CMA-ES - 1,1.4365504,440096,5565,"[[10.67713106 36.69385269]
 [11.14338542 40.01820165]
 [10.77218528 36.81495064]
 [11.45599863 38.26395232]
 [ 9.79900496 38.9958087 ]]",177.4453731,0.28731008
Amhara,20000,5,7,CMA-ES - 1,1.4365504,440568,6037,"[[11.74953578 39.54487876]
 [10.76470461 36.80412811]
 [11.20099259 39.7635125 ]
 [12.35794978 37.23661349]
 [ 8.93821493 39.36093587]]",253.5702822,0.43096512
Amhara,20000,5,7,CMA-ES - 1,1.4365504,441025,6494,"[[10.24385141 39.9177939 ]
 [11.81974751 37.60198897]
 [12.16638076 37.77533289]
 [10.78504729 38.90938957]
 [12.31028359 37.23272025]]",393.7337792,0.57462016
Amhara,20000,5,7,CMA-ES - 1,1.4365504,440485,5954,"[[13.7001754  36.88264349]
 [12.38275217 36.43132705]
 [11.81728962 37.60434875]
 [11.10335568 36.88535781]
 [11.65475773 37.67200675]]",473.9660501,0.7182752
Amhara,20000,5,7,CMA-ES - 1,1.4365504,439579,5048,"[[11.53147291 37.00257744]
 [11.16314507 37.21867945]
 [10.20794672 39.74230324]
 [10.74774969 37.58209301]
 [11.77619669 38.41871715]]",568.8108418,0.86193024
Amhara,20000,5,7,CMA-ES - 1,1.4365504,438700,4169,"[[10.74774969 37.58209301]
 [10.86987416 36.00326537]
 [10.4851595  37.04504269]
 [10.73183831 36.98311963]
 [11.26177295 39.08568202]]",699.2366934,1.00558528
Amhara,20000,5,7,CMA-ES - 1,1.4365504,440169,5638,"[[10.76470461 36.8041281 ]
 [11.10335568 36.88535781]
 [10.50309977 39.53913026]
 [10.93015863 37.22278072]
 [10.24763461 39.37782512]]",796.6206429,1.14924032
Amhara,20000,5,7,CMA-ES - 1,1.4365504,440284,5753,"[[11.70953076 39.13316906]
 [10.70077148 40.02332395]
 [10.35712383 39.97522258]
 [12.42567018 37.53056082]
 [12.37866014 37.54179065]]",922.5303378,1.29289536
Amhara,20000,5,7,CMA-ES - 1,1.4365504,439480,4949,"[[10.20218776 39.88491487]
 [10.78855312 39.84534894]
 [10.96552773 37.09027373]
 [10.48515952 37.04504274]
 [11.69408414 38.79622152]]",1080.512109,1.4365504
Amhara,20000,5,8,CMA-ES - 1,1.4365504,442107,7576,"[[11.65475773 37.67200675]
 [11.81343085 37.60501833]
 [11.10335568 36.88535781]
 [11.94110825 39.3467275 ]
 [13.12268106 37.61805687]]",112.9896197,0.14365504
Amhara,20000,5,8,CMA-ES - 1,1.4365504,440107,5576,"[[11.26177294 39.08568201]
 [11.19689837 39.73736508]
 [10.85202536 38.35943239]
 [12.35874971 37.23511711]
 [11.70953076 39.13316906]]",233.8181341,0.28731008
Amhara,20000,5,8,CMA-ES - 1,1.4365504,440039,5508,"[[11.94110824 39.34672748]
 [13.6044391  36.4058871 ]
 [10.77218528 36.81495064]
 [11.53320278 37.00450762]
 [10.20794672 39.74230324]]",369.7833242,0.43096512
Amhara,20000,5,8,CMA-ES - 1,1.4365504,440808,6277,"[[10.20794672 39.74230324]
 [12.35841872 37.23612371]
 [11.94770246 39.42460283]
 [11.97682539 37.73919058]
 [ 8.91829121 39.38948764]]",601.1968584,0.57462016
Amhara,20000,5,8,CMA-ES - 1,1.4365504,439118,4587,"[[11.66436866 38.0353485 ]
 [11.81009333 37.61016542]
 [12.98598198 36.30047885]
 [11.28957404 38.79787236]
 [10.75451606 37.53601303]]",758.8919301,0.7182752
Amhara,20000,5,8,CMA-ES - 1,1.4365504,440302,5771,"[[11.81508548 37.60868147]
 [11.88957664 39.35075258]
 [12.31859437 37.57841697]
 [10.99330083 37.32571857]
 [11.34729677 37.43901046]]",905.888639,0.86193024
Amhara,20000,5,8,CMA-ES - 1,1.4365504,438364,3833,"[[11.09506821 36.89491171]
 [10.36391497 39.94044599]
 [10.43584657 40.02774039]
 [12.3483949  38.02232317]
 [ 9.54606553 39.69648293]]",983.1090479,1.00558528
Amhara,20000,5,8,CMA-ES - 1,1.4365504,438933,4402,"[[13.14446735 40.02270932]
 [11.76241998 38.26899008]
 [11.10335568 36.88535781]
 [11.25513113 39.9598401 ]
 [10.60249248 40.03455474]]",1020.95096,1.14924032
